Bonus Episode: Return to Marielda Marathon Livestream
Transcriber:anachilles#0191 (start to approx. 4:57:30 using YouTube feed); thedreadbiter (4:57:30 to end; edits)
[Unnamed Marielda music plays under narration]        
Austin (as Samol):        Well, I suppose I've got a story or two left in these old bones. And hell, since it is another one about Marielda, why not make it about stories and the people who tell them. Now, I know what you might be thinking: Physicality alive, in the era that The Six operated in Marielda, it was knowledge which was forbidden, turned into contraband and currency both, not stories. But as anyone ever wounded by art can tell you, fiction is a sharper knife than information could ever be. And living fiction, played out in front of your eyes and ears? Well, very few things are as well honed as that. And so it was that Samothes, ever jealous and increasingly suspicious that his erstwhile beau might conquer his capital with culture instead of cudgel, all but forbade the theater.
Austin:        Well, yeah, we did, we, we've done Marielda years ago, we built that world. Don't let any one person hog the stage — if someone's voice isn't being heard, explicitly solicit their ideas or opinions. And in situations where you can't come to a consensus, don't be afraid to hold a vote, either. In improvisation, unexpected content may come up as part of freewheeling creativity. A pregame conversation about how silly or how serious you'd like your game to be will help everyone get on the same page. Because Scene Thieves has players write down props that will be used in-game, an early conversation can also help identify any specific content players want to avoid being written. Likewise, if content ever bothers you midgame, always feel empowered to pause the game and ask to pivot to something else. We're in a really great place here because we play games together all the time, and also because we have Marielda as a sort of baseline. But if there's anything extra we want to kind of pull, you know, off the table, or add something that we definitely want to come up, definitely let's bring it up during the kind of prop preshow part.
Any questions at this point? Okay. Preshow. Uh, as a group, brainstorm the following elements. Pick one of the examples, et cetera.
Sylvi:        [chuckles]
Austin:        What type of world do we live in? Got it. Set.
Sylvia:        Uh...
Ali:        Mmm.
Jack:        Easy.
Austin:        Easy. Uh...
Art:        We're going to be done in no time.
Ali:        Did we say when this was taking place in Marielda?
Austin:        Yes. Between War in Azaleas and the final arc.
Ali:        Okay, so, okay.
Austin:        The big year. There's that year, during which there's lots of free time.
Ali:        Oh...
Austin:        Right?
Ali:        Yeah, yeah, yeah yeah, yeah, yeah yeah. Okay, yeah, yeah, yeah yeah, yeah.
Austin:        This is the time during which... so it's pre, it's pre the final arc, right?
Ali:        Uh-huh.
Austin:        But it's post going down into Memoriam.
Ali:        Okay, right. It's mostly a question of —
Austin:        There are going to be some spoilers.
Ali:        Does, does, does Castille have her memories, is sort of why I was asking that question.
Austin:        I think the answer is yes, right?
Ali:        Yeah. Yeah, yeah, yeah.
Austin:        This is the period during which you do, Maelgwyn is out and about wearing a mask, doing Tuxedo Mask shit.
Sylvia:        [chuckling]
Ali:        Yeah, yeah.
Austin:        Uh... what else is happening during this period? You've dealt the Font Men a blow, I feel like, that's happened already, so like, they've been licking their wounds, and maybe that's part of why they are going loud with this big festival of plays and stuff, is like, you've ruined their reputation a little bit, and so, here's a way for them to start building goodwill again to people. Anything else? Okay, keep going. What type of world are we in? We got that. How are theater companies treated? Uh, I kind of set up that in Marielda, Samothes, not a fan. Uh, but I'm curious, outside of Marielda at this point, what's, what's going on? Do people, do people like the theater in Hieron?
Jack:        Oh god, what is happening on the mainland right now?
Ali:        Isn't there —
Jack:        The traitor charioteers and...
Ali:        Right, there's like a big war happening, right? Or...
Austin:        Eh. Sort of, right?
Ali:        Well, Samot is like, bringing troops across lands...
Austin:        Yes, towards... but, it's been years since that initial conflict, right?
Ali:        Oh, sure. Well then yeah, I guess there's like a big bard culture. Sorry to say that.
Austin:        Ooh, bard culture.
Janine:        Yeah... yes.
Sylvia:        Oh, boy.
Ali:        [laughing] But like, you know, as there's like, people coming back from the war, or like, you know, troops of soldiers moving into cities and then going to the next one, there's like people who are like, “oh, I saw this guy do this thing,” or I met this person —
Austin:        Mmm.
Janine:        Yeah, people have stories to tell.
Ali:        Who said that they did this thing — yeah.
Austin:        Totally.
Jack:        And then also probably like mystery plays, you know, a way to, in much the same way as modernism rose up out of the World Wars in Europe, I wonder if there's like religious or ritual or cult plays happening across the continent, of people, bands of former soldiers, bands of civilians, trying to interpret what they saw, like, during this great clash of gods through plays.
Sylvia:        Yeah. I mean, to me, like, Samothes being so divorced that he bans theater —
Ali:        [snorts]
Sylvia:        Does imply that Samot is like super into it.
Austin:        Yeah.
Jack:        Yeah!
Sylvia:        And so like, is probably like, funding shit or like supporting it.
Janine:        Or even like, I would wonder if, if hearing, oh, Samothes banned theater? Well, what if I just start funding theater troupes just 'cause, or like —
Jack:        [laughing]
Sylvia:        Yeah.
Janine:        It just feels like, it just feels like you're just going harder in the other direction, at that point.
Austin:        I mean that was literally what the intro says, right, is that like —
Sylvia:        Right, yeah.
Janine:        Yeah, yeah, yeah, yeah.
Austin:        Samothes is afraid that Samot is going to do that exact thing to try to turn the people against—
Ali:        [laughing]
Janine:        Yep.
Sylvia:        And I'm saying, I think he should be doing that.
Austin:        Uh-huh. Yes. Love it. Great.
Janine:        Yeah. He hears that and is like, “yeah, great idea, thanks.”
Ali:        [laughing]
Sylvia:        Yeah.
Austin:        All right. How does the troupe travel? Your theater company is constantly on the move, both to reach new audiences, and to stay one step ahead of the law. The caravan you travel in can be anything you like, though, as long as it's mobile and large enough to house and transport the theater company's sets, props, cast, and crew. Travel examples include airship, spacecraft, wagon train, sea galley, sand crawler, tour bus. How do y'all move around? Y'all being I guess, I guess, just to be clear, I'm guessing that the members of The Six who are on the call, which is Jack, Sylvi, and Ali, are playing your Six characters.
Sylvia:        Yeah.
Ali:        Mm-hm.
Jack:        Yeah.
Austin:        And that, so that means that, then, the people representing the theater company here are Janine and Art, right?
Art:        Mm-hm.
Austin:        Okay. How do y'all get around in your theater company?
Janine:        We need something that can get over lava water, right? That's a pretty significant —
Art:        Yeah.
Austin:        True. That's true.
Ali:        Uh...
Austin:        Although you do, really quick, you do have the, you do have an official, you're coming here to perform officially, right?
Janine:        Oh, okay.
Austin:        So they might send a boat out to get you, one of the magic boats, you know?
Janine:        Okay.
Art:        Sure. But then that magic, we still need something that —
Art and Austin:        Fits on a magic boat.
Austin:        Or you just do a bunch of trips back and forth over the lava to get all your shit.
Art:         What doesn't fit on a magic boat? I mean once we're at magic boat...
Janine:        That's true.
Art:        I think we should all be a little nice to ourselves.
Janine:        So I wonder, I have a suggestion, that is, it's a visual suggestion as much as. And I don't mean that like, it's an image that I'm linking, I mean it's like an image I have in my head that I like.
Austin:        Right, cube score, right.
Janine:        Uh... yeah, so [chuckles] I like the, you know how sometimes you'll see, like, a, one of those sedan chairs but it's on like, the back of an elephant or something like that?
Austin:        Sure.
Art:        Uh-huh.
Janine:        I want like, a big, like a really big one of those. It's like the size of a room, where we store all our stuff. It's like a U-Haul, one of those boxes that you can get when you're moving.
Austin:        Mm-hm?
Janine:        And it's like that, and it's on a couple wooden poles [audio cuts out] across, and normally when we're on land, those poles are on top of like, maybe elephants or some kind of like big animal, there's like two of them —
Austin:        Big animal, right.
Janine:        And the box is like on top, or even could be slightly suspended or something, so the way that the boat gets us across, is we leave the animals behind, they're taken care of, they're safe, everything is fine. Uh, and then we suspend the box between two boats. As if they are the animals.
Jack:        Woah.
Art:         Oh!
Janine:        And then it gets moved across like that. Is that fun?
Art:        And the boats look like animals.
Austin:        Incredible.
Janine:        Yeah, I don't know, why not?
Jack:        And, and, can I make a suggestion, for how they're carried when they arrive in Marielda?
Austin:        Please.
Janine:        Of course, of course.
Jack:         What about, two ranks of pala-din?
Austin:        Ah...
Jack:        Just hoisting —
Art:        Oh...
Ali:        [giggling]
Janine:        Ooh...
Austin:        Love it.
Jack:        Like a massive sort of —
Janine:        Hell yeah.
Jack:        Sort of, they come marching down, waiting at the dock, and they lift it up. Also, Janine, I think it is exceptionally powerful to say that this story contains two elephants that are offscreen.
Austin:        [laughing]
Ali:        [snorts]
Jack:        [laughing]
Janine:        And they're being taken care of. And are happy.
Austin:        And they're being taken care of nicely.
Jack:        And they're being taken care of.
Austin:        Yes.
Jack:        You know, any story, that doesn't visibly feature elephants, could realistically —
Austin:        That's true.
Jack:        Feature any number of elephants offscreen.
Janine:        Mm-hm.
Jack:        But it's rare you hear creators be brave enough to —
Janine:        [laughing]
Jack:        Explicitly mention the elephants.
Austin:        Mm-hm.
Sylvia:        Feel free to reimagine past seasons of Friends at the Table with two elephants, just offscreen.
Austin:        [laughing]
Ali:        [chuckling]
Jack:        Just off screen.
Art:        Being very well-taken-care of the whole time —
Austin:        The whole time.
Art:        No matter what's happening onscreen.
Austin:        That's right. Incredible. Uh...
Art:        The elephants are in the air-conditioned elephant lounge.
Austin:        Oh, I love that for them.
Janine:        [laughing]
Austin:        Uh, all right. What is your troupe's name? An easy solution for naming your troupe is simply calling them the blank (the location name) players. Uh, if you'd like to get a bit more creative, though, here's a list of 100 percent real troupe and and theater names for extra inspiration. You wanna... Can someone read me some of these? These ones here, that are apparently all real?
Jack:        Yeah, here we go. Uh, real names. Deadpan Theater, Whiskey Anorak, Elevator Repair Service, Peppermint Muse, Project Project, Blazing Grannies, Produced Moon, Dy-Nasty, Elsewhere and Otherwise, Drama Queens, Cog and Sprocket, Woolly Mammoth, Tortoise in a Nutshell, Everything I Own, Surface of a Bubble, Inside I'm a Mermaid, Les Enfantes Terrible, and Just Add Water.
Austin:        A lot of great names.
Janine:        [singsong] Tortoise in a nutshell... tortoise power! [laughs] That's anything?
Jack:        [laughing]
Austin:        [chuckles] That's how it goes, yeah.
Jack:        Yeah, weird.
Ali:        [chuckles]
Austin:        Are the elephants in your name?
Art:        Yeah, I'm, I'm sort of just at Elephant Lounge.
Austin:         Elephant Lounge...
Art:        The Elephant Lounge Players, the Elephant Lounge...
Austin:        Oh... I love it.
Art:        Company.
Jack:        What part of the — yeah. I mean, the answer to this is play to find out what happens, but we're not going to be playing there. Do we know of any extant major cities in, on the mainland at this point? Does Velas exist at this point? Where have these people come from?
Austin:        Velas exists, because we know that Velas gets hit hard by the Erasure. Uh, presumably the —
Jack:        Old Man's Chin.
Austin:         Old Man's Chin exists. Actually, I don't know if Old Man's Chin exists, right? We don't, I don't know if Marrowcreek exists. Uh...
Jack and Austin:        Not Marrowcreek.
Austin:        Rosemarrow. Other one.
Ali:        [cackling]
Austin:        Uh-huh. Uh, I don't know if the... because this is all pre-Hieron, right? So I don't know if, you know, the place... I guess we know that wharvers exists, right? So like the underground substrata and all that exists.
Jack:        The Buoy is probably being built.
Austin:        Uh, yeah. Yeah. Uh... Nacre is gone, right? At this point.
Jack:        Yeah. Yeah, yeah, yeah.
Austin:        That's already happened, Tristero has already, has already zipped that away. Uh, because of apples, right. Uh-huh. Uh...
Sylvia:        [giggling]
Austin:        Yeah.
Art:        I would just like to shoutout everyone in chat who's saying, “Les Elefantes Terrible.”
Austin:        [laughing]
Art:        You saw it, you went for it, I love you. Thank you.
Janine:        Yeah.
Ali:        [laughing]
Art:        I don't think we're going to use it, but it's great work.
Sylvia:        Yeah.
Janine:        Someone had to say it.
Art:        Just fantastic work. Yeah.
Austin:        It's true. Uh, we know there are orcs out there, doing orc shit. We know, again, gnolls are out there. G-N-O-L-L, gnolls, which will eventually become the location where Rosemarrow is, and the knolls with a K. Uh...
Jack:        Also, I told a lie. The Buoy isn't established yet. But there are presumably wharvers digging down there.
Austin:        Is the Buoy not established yet? The Buoy should be established —
Jack:        Nope, nope.
Austin:        Right?
Jack:        Remember who, remember who founded the buoy?
Austin:        Wow, you're right. Yeah, sure, okay. Uh, so, yeah, that has not happened yet. Uh, all right. Yeah. So, this is, yeah, it's pre-gnoll oppression, correct. Uh, so yeah, we don't have any other big, big cities out there that we can just like, grab. Uh... so are we going with the Elephant Lounge Players?
Art:        I think the Elephant Lounge Company sounds a little more…
Austin:        Yeah.
Janine:        Why lounge? Where's lounge coming from?
Jack:        Marielda will be so mad —
Art:        It's where our elephants hang out while we're performing.
Austin:        [chuckles]
Janine:        Oh, true.
Jack:        The first thing they'll say is, “where are the elephants, why didn't you bring the elephants? Get bigger boats.”
Art:        Well in most shows, the elephants are probably not that far.
Ali:        Hm...
Jack:        Oh yeah, true. True. Yeah.
Art:        This is a rare, elephant, completely elephantless show.
Austin:        Mmm...
Jack:        Elephant-free.
Austin:        All right, we know where you'll be performing next —
Janine:        Probably an elephant costume.
Austin:        Which is the Font Theater. What will you steal? This could be an object or something less literal, like stealing back someone's freedom by breaking them out of prison. To come up with your target, the object of your heist, ask the following questions: what's valued in your world, what's valued by your theater company, do you sail for fun, profit, or survival, what could a theater company get to close to, what VIPs could you invite and then rob? [chuckles] Uh, we know that its something about your identity, but I don't know if it's a particular, like is it a particular, is it a book that literally has your name in it? Is it a collection —
Janine:        If we were invited, then...
Austin:        Mm-hm.
Janine:        Presumably.
Austin:        Yeah. Okay. I didn't know if there was a physical thing, or if you wanted to keep it broader, and then we could find out if there was a particular thing, or set of things, that could help answer the question about who you are, you know? Uh... the next one is, where is the target kept? Your troop members are all master thieves, so they know exactly where the target is located, or at least they think they do. As players, though, you're also choosing where it's kept. Be realistic and offer yourselves a challenge, but don't put it somewhere impossibly out of reach. Uh, I can tell you that it's definitely deep behind... what you're looking for is deep in the Font Men, like, archives, that are protected, for some reason. Uh, uh, but I don't know, I don't know details about what that situation is. 
So, you can tell me, like, is it in a vault? Is it in, what's the place like, where... very important secret information would be kept by these folks? For people that don't remember, the Font Men were one of the groups that helped police information for Samothes in Marielda, and keep it all out of reach.
Jack:        Okay, I'm spitballing here. You know how banks and, uh, safes and stuff, sometimes have those little dye bombs —
Austin:        I thought you said Spanx. Really thought you said Spanx.
Janine:        I also thought that.
Ali:        Mm-hm.
Art:         I also heard that.
Jack:        You know how Spanx... that's really weird. I definitely said banks, but something might've happened —
Janine:        [dubiously] Mmm...
Austin:        Okay. [laughing]
Jack:        Between, between my mouth and the microphone.
Austin:        Mmm, mm-hm.
Jack:        Uh, you know how they have those like, dye bombs that can pop and cover everything in, like blue dye, to either mark the bills —
Sylvia:        Mm-hm.
Austin:        Yes.
Jack:        Or mark the thieves? I wonder if the information deep, the very sensitive information deep within the Font Men's sort of like, information archives, is contained within something that would like, damage or destroy the information if it is not removed in the right way.
Austin:        Ah, interesting.
Jack:        I don't know what that is, but I'm just saying it, so we can start rotating it in our heads.
Art:        It could be like, in the middle of some like, ink reservoir, some like, giant ink reservoir with like a glass ball containing...
Austin:        [typing] Ink reservoir vault...
Jack:        But then, why not just put it in your pocket and... how do you get it out?
Art:        No, the glass, I'm talking about like a glass ball the size of a room.
Austin:        Right. The whole room floods, is what you're saying.
Art:        Yeah, if you break into the glass, the whole room floods with ink, it's ruined everything in there. Every written word.
Austin:        Ooh, which is better — Samothes would rather that happen, probably, anyway. This is like a... you know, if Samothes had his way, all this information would be gone. But people keep saying it's better to hold onto information sometimes, right?
Jack:        Right, right, right.
Ali:        Mmm.
Austin:        And so like, meet them halfway, and if someone tries to steal it, it all just gets ruined.
Jack:        So, I'm trying to picture this, Art. There's like a big room, full of books. And inside that room, in the middle, there is an immense glass sphere full of ink.
Austin:        No, I think it's the other way.
Art:        No, no-no. There's an immense room full of ink. And in the middle of that room is a glass sphere full of books.
Janine:        [laughing]
Austin:        Right. You're in the — there's a reservoir of ink —
Jack:        [chuckling] oh —
Sylvia:        Oh my god.
Austin:        An underground well of ink. And in that is a Magneto prison. [chuckles] is a glass —
Ali:        [laughing]
Austin:        Is a glass, like, cube, or a glass ball —
Jack:        Containing a library.
Austin:        That a room has been built into. Right.
Art:        Yeah, a library in the glass ball, in the thing of ink —
Austin:        Yeah.
Art:        Underground.
Jack:        It's got to be underground, because this was a city where at least some point in the comparatively recent history, rocks fell from the sky, so they were like, “we gotta put the ink ball reservoir —“
Austin:        Right.
Jack:        “Deep beneath the city.”
Austin:        I mean, also, they're called the Font Men, right? So it's a font, it's like a fountain, you know, that makes sense, this all works.
Art:        Yeah.
Jack:        Yeah, yeah, yeah.
Sylvia:        Oh yeah.
Art:        Yeah, at the very top, there's probably a little like, classy ink fountain.
Austin:        Yes.
Art:        Like a fish, spitting ink in the air.
Jack:        Hey, what if it's — what if it's just called The Inkwell?
Austin:        Oh, I love it.
Art:        Great.
Austin:         The Inkwell. Is that also the name of the theater? Or is that —
Jack:        No, The Inkwell is the name of this security feature. And the Font —
Austin:        Gotcha.
Jack:        We know that the Font Men are real pieces of work.
Austin:        Yeah.
Jack:        I hate those guys. And I bet they're so proud of it. They're like, the greatest secrets in Marielda are hidden within the Inkwell, and nobody can get to them.
Austin:        Love it. So good. Uh, all right. So that's, so that's underground, it's past all of the rest of their security. There's hallways, there's stairwells, there's all the other — there's Font Men who have, you may recall, fire canes, cool canes that catch on fire, and they duel with them. All sorts of stuff like that.
        All right. I'm going to keep on moving. Where will you stage your performance? We actually know this one, again. This is the Font Theater, which is like the most public-facing part of the kind of campus I imagine the Font, the Font Men have. Uh, what is your play's name? Come up with a name for the play you'll perform.
Sylvia:        Oh, gosh.
Austin:        Its plot will be improvised along the heist, so don't write out an actual script or name an existing play. For now, we just want to map out a few broad details to help guide improvising, both onstage and off.
Sylvia:        Oh, Jesus.
Austin:        Simple is often better here. The example one they came up with in the book is, “Betrayed by Love.”
Jack:        That's a great, it's a great story name.
Austin:        It's a great one.
Jack:        It is also kind of what happens in Hieron. [chuckles]
Austin:        It's true.
Sylvia, Ali,Jack:        [laughing]
Austin:        Uh...
Ali:        Ah, it happens in life.
Jack:        Mm.
Austin:        Uh, if it helps, also, the second question here is, what is your play's major dramatic question? We could come at this the other way. A play's major dramatic question is the question at the core of its plot — how characters' behavior unpacks or complicates that question, helps keep an audience engaged, right up until it's answered at the end, even if the answer is a complicated or unsatisfying one. Major dramatic question examples include, “is all fair in love and war? Can our protagonist overcome a major [mis]understanding? Can people truly change? Can you escape fate? Do those who forget the past repeat it? What makes a family?” Good examples.
Art:        Honestly, isn't that — aren't these six like, basically every...thing?
Austin:        That's all the plots. Yeah, that's it.
Art:        All the plots.
Ali:        [giggling]
Jack:        Something, so... whenever famous playwright, Shakespeare, wanted to put a play in one of his famous plays, he — the play would always, like, reflect the drama — it would be like, it would be a bit sneaky, right? Like it would reflect the dramatic question of the broader thing?
Austin:        Mm-hm.
Jack:        So, is this play, does this play have a dramatic question like, “can anybody really know themselves?” Or like, you know —
Austin:        Ah, love it, yeah, yeah, yeah.
Jack:        It's like, are we trying to poke, poke in the eye of the Font Men, even on a certain level where it's like, “this is a play about... a villainous king, who maybe killed my dad,” in Hamlet or whatever, you know.
Austin:        Right, right. Which also then ends up mirroring some of the The Six's core, you know, dramatic questions, right? With the Hitchcocks being twins who slowly differ, and Castille coming to know, know who she is, and Aubrey, uh, being asked to do something that she probably wouldn't, normally. Uh, that hasn't happened yet, you know, but —
Sylvia:        It hasn't happened yet.
Austin:        But, we'll get there.
Ali:        Mmm.
Austin:        Uh, uh —
Art:        We can do dramatic irony backwards, I think. I think —
Austin:        Sure, right. Yes. Absolutely. Uh...
Jack:        [laughing] Yeah, backwards dramatic irony. So is it like —
Austin:        Maelgwyn being Maelgwyn, you know, all that stuff.
Ali:        Yeah, yeah yeah yeah.
Austin:        And just so people know, I will not be — there's — you're going to be able to call on Maelgwyn once on the table, or once at the, on the... at the theater, and once during the heist. And that's, you'll get your two Maelgwyns, that's it.
Ali:        Thank you.
Sylvia:        Oh, wow.
Austin:        Otherwise I'm not playing, because there's only, there's only so much room at the table to make this actually function with the limited amount of time we have.
Ali:        [giggling]
Austin:        So, yeah, you get two [chuckling] Maelgwyn cards to play. You sit on those.
Sylvia:        Damn.
Ali:        Thank you. Thank you. Thank you.
Austin:        Uh-huh.
Janine:        Harsh, harsh.
Austin:        Yeah, uh-huh.
Ali:        [laughing] That was extremely generous, and we should all be glad —
Austin:        [outburst of laughter]
Ali:        We're getting this much.
Sylvia:        [laughing]
Ali:        To be fair.
Sylvia:        You need to, you need to want more.
Ali:        [giggling]
Sylvia:        We could have bartered up to three.
Austin:        Nope.
Ali:        [cackling]
Janine:        I tried to do the classic thing of being like, “I know how we'll figure out this name, I'll log into AI dungeon,”
Austin:        Ah, uh-huh.
Janine:        And I'll ask AI dungeon.
Austin:        For some —
Janine:        And I told it to tell me 5 names of [connection cuts out] and it said, Othello, Hamlet, Macbeth — Othello —
Austin:        [laughing]
Jack:        Can't trust a computer.
Janine:        Macbeth [laughing]
Austin:        You have to say, new —
Jack:        To do its job.
Janine:        I did that!
Austin:        New titles.
Janine:        I did that. And then it just said Macbeth. [laughing]
Ali:        [cackling]
Austin:        [laughing] Oh...
Ali:        The computer's having a little laugh at you, I think.
Austin:        It is, it's joking at your... yeah, uh-huh.
Ali:        [wheezes laughing]
Janine:        Truly...
Jack:        What about, “Something in the Mirror?”
Austin:        Ooh, Something in the Mirror.
Ali:        Ooh.
Sylvia:        Oh.
Art:        Oh...
Austin:        And then the dramatic question is, can you ever really know yourself?
Jack:        What is in the mirror, yeah. I was going to —
Austin:        Oh, okay. [laughing]
Jack:        I originally —
Art:        The dramatic question, how do mirrors work?
Ali:        [snorts laughing]
Austin:        Uh-huh.
Jack:        [chuckles] I also want to be clear that I meant to say, like, let's name it, “X” in the mirror, you know, like...
Austin:        Oh, no, you meant Something in the Mirror.
Jack:        But then I said Something in the Mirror, and it's way better.
Austin:        Yeah, yeah.
Jack:        Uh...
Austin:        And the dramatic question, what's in the mirror?
Janine:        Can we do... I was going to, I was going to, I was like really trying to, I was trying to come up with something that was like, the adjective something something, like the... the... exquisite... whatever whatever. I was going to ask if we could combine that with the thing in the mirror.
Austin:        Mmm.
Janine:        But I don't know... that might just complicate things too much at this point.
Austin:        We could just, we should just roll. We should just keep moving, because otherwise we're going to do the thing that we do —
Janine:        Yeah, yeah yeah yeah, yeah.
Austin:        And not get off the boat.
Janine:        Yes.
